spoonacular_recipe_id,title,instructions,servings,ready_in_minutes,image_url,created_at,updated_at
661556,Steamed Chicken With Soy-Ginger Sauce,"<ol><li>Arrange the chicken halves skin side up and side by side in a glass pie plate.  Rub the skin with the soy sauce.  Let stand for 15 minutes.</li><li>Prepare a steamer and heat over high heat.  Place the pie plate in the steaming basket, cover, and steam over high heat until the chicken is no longer pink near the bone, about 30 minutes.</li><li>Meanwhile, make the sauce:  stir the grated ginger, green onions, sesame oil, soy sauce, garlic, ground ginger, salt, and pepper in a small heatproof bowl.  Heat the vegetable oil in a small skillet just until it begins to smoke.  Carefully pour the hot oil into the ginger-soy mixture (the mixture may sizzle).  Stir well and let stand until cool.</li><li>Remove the plate of chicken from the steamer and let cool slightly.</li><li>Strip the meat from the bones and cut the meat into bite-sized pieces.  Place on a serving platter with the lettuce cups alongside.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/661556.jpg,2026-03-14 22:24:39.036386+00,2026-03-14 22:24:39.136+00
661741,Strawberry and Chocolate Chip Panini,"Open up the slices of sourdough bread
Brush it wit some olive oil on either side
Add a layer of strawberries and chocolate chips
Put it in the panini press!
Serve it hot with a side of fresh cut berries!",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/661741.jpg,2026-03-14 22:24:08.423958+00,2026-03-14 22:24:08.528+00
661751,Strawberry And Vanilla Cream Bread Pudding with Toasted Coconut,"Preheat Oven to 350 degrees
Whisk together vanilla pudding, eggs, lemon zest, and strawberries.
Place bread pieces in a single layer on an un-greased, unlined, cookie sheet, and toast for 10 minutes or until crispy.
Fold bread pieces into the pudding mixture and pour into a 5""x8"" pan.
Bake for 1 hour 15 minutes.
Garnish with toasted coconut.",5,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/661751.jpg,2026-03-14 23:22:06.342555+00,2026-03-14 23:22:06.487+00
662208,Summer Berry Pudding,"Reserve a few berries to decorate the finished pudding.
Hull and slice the strawberries. Place in a frypan with the other berries and cherries, sprinkle with castor sugar and add the water or pomegranate juice.
Simmer for about three minutes to release the juices, stirring gently once or twice.
Place a sieve over a bowl and tip the fruit in. Allow to drain for 10 minutes, keeping the juice.
Meanwhile line a 1.5 litre capacity bowl with plastic wrap.
Cut a circle out of the bread to fit the bottom of the bowl. Cut slightly tapered shapes to line the bowl and triangles for the top.
Dip one side of the bottom circle of bread quickly into the juice and place, juice side down, into the bowl.
Do the same with the bread for the sides, dipping them in the juice then overlapping them by a couple of centimetres.
Spoon in the fruit.
Arrange the triangles of bread on top, again overlapping the pieces.
Gently pour over the remaining juices.
Cover the top with more plastic wrap and then place the bowl in a shallow dish to catch any juices.
Choose a flat plate that fits the top of the bowl. Place it on top and weigh down with something heavy. Refrigerate for a few hours or overnight.
To serve, collect any juices. Remove the plastic from the top and turn the pudding out onto a serving plate. Pour over any remaining juice.
Decorate with the reserved fruit and serve with sweetened whipped cream.",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/662208.jpg,2026-03-14 23:18:55.756868+00,2026-03-14 23:18:55.894+00
662243,Summer Rolls,"<ol><li>Place all marinade ingredients in a zip lock bag.</li><li>Seal bag and shake to coat the tofu.</li><li>Place in the fridge for at least half an hour or up to one day.</li><li>When ready to assemble rolls, place a piece of rice paper in a shallow pan of water.</li><li>Leave in water, turning once, until the sheet is flexible.</li><li>Place on a flat moist surface and arrange piece of avocado and a piece of tofu near the edge of the rice paper that is closest to you.</li><li>Add 2-4 pieces of cucumber, pineapple, and red bell pepper each.  Top with a small amount of vermicelli and a few sprigs of cilantro.</li><li>Take the edge of the rice paper and holding the filling tightly begin to roll as if rolling a burrito.  Make sure to fold the sides inward as you go.</li><li>Place finished roll on platter to dry.</li><li>Repeat steps until you run out of ingredients.</li><li>Serve with thai chili sauce or spicy peanut sauce.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/662243.jpg,2026-03-14 22:23:00.08469+00,2026-03-14 22:23:00.185+00
662276,Sun Dried Tomato and Herb Baked Eggs,<ol><li>Preheat oven to 350 F.</li><li>Cover the inside of one ramekin or oven safe dish with olive oil.</li><li>Line the bottom of the dish with sundried tomatoes and break two eggs on top. Sprinkle with fresh herbs.</li><li>Bake uncovered for 15-20 minutes until egg whites are firm.</li><li>Serve immediately.</li></ol>,1,25,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/662276.jpg,2026-03-14 23:18:35.158027+00,2026-03-14 23:18:35.297+00
662291,Sun-Dried Tomato and Leek Quiche,"Crust
Preheat oven to 350F.
Coat four 5-inch tart pans with cooking spray.
Pulse flour, pine nuts,almonds,baking powder
In food processor until finely ground.
Whisk together almond milk, oil and salt in bowl.
Stir in flour mixture. Press into pan.
Bake 5 minutes, then cool.
Filling
Heat 1 Tbs. oil in skillet over medium heat.
Add leeks, and saute' 8 minutes, or until softened. Set aside.
Bring large saucepan of water to a boil.
Add tofu, and simmer 5 minutes.
Drain and pat dry.
Whisk 3 Tbsp. oil, lemon juice, miso, garlic and salt in bowl.
Add tofu and blend with an immersion blender.
Stir in breadcrumbs,seasonings, sun-dried tomatoes and leeks.
Spoon filling into crust.
Bake 40 minutes, or until crust is browned.
Cool 5 minutes, then unmold.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/662291.jpg,2026-03-14 23:11:09.272455+00,2026-03-14 23:11:09.429+00
662649,"Sweet, Spicy Cherry Tomato Pasta","1.Heat the oil in a non-stick frying pan.
2.Set your spaghetti on to cook as per instructions on the packet.
3.Add the shallots, garlic, chili to the hot oil in the frying pan and cook for just under a minute, add the bacon and cook for about two minutes or until it is cooked through.
4.De-glaze with half of the lemon juice, stir through.
5.Add the tomatoes, tomato pure, honey and a little salt (not too much as the bacon might be salty) and some pepper. Cook on a medium heat, letting everything simmer gently.
6.Take about 4 to 6 tbsps of the water in which your pasta is cooking and add it to the sauce, stir through and cook until the tomatoes soften, this should take just over five minutes.
7.Check for seasoning, add the rest of the lemon juice, the parsley. Add the balsamic vinegar if you think the sauce needs it or adjust the flavour in any other way. At this stage if I want more spice, I tend to add a few flakes of dried chili.
8.Add the pasta when it is ready. I like to do this straight from the pan in which it is cooking by dragging it into the sauce with some tongs. This sauce can be a bit dry and can benefit from the extra moisture.
9.Dress with the parmesan, basil and olive oil before serving.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/662649.jpg,2026-03-14 23:10:40.907081+00,2026-03-14 23:10:41.064+00
662654,Sweet-N-Smoky Salmon With Ginger Mahogany Rice,"<ol><li>Place the salmon in bowl, or large zip bag with soy sauce, liquid smoke and brown sugar. Let it marinate for at least 1 hourbut you could marinate over night! When ready to use, preheat the grill or an iron skillet to high heat.</li><li>In a medium sauce pan, over high heat, toast the rice in 1 Tb. of oil for 2 minutes. Then add the chicken stock and a large pinch of salt and pepper. Bring to a boil. Lower the heat to a simmer and cover. Simmer the rice for about 40 minutesor as directed on the package.</li><li>Meanwhile, peel the ginger and cut into thin strips. (julienne)</li><li>Heat a small skillet over medium-high. Add 1 Tb. of oil to the skillet. When the oil is hot, drop the ginger in and pan-fry for 1-2 minutes, moving with a spatula, until they are light brown.</li><li>Remove from the pan and drain on a paper towel. Sprinkle with salt.</li><li>While the rice is cooking, CAREFULLY brush the grill with vegetable oil. (You could also use grill spray.) Pepper the salmon and place it on the grill, top-side-down. Cook 3 minutes.</li><li>Flip, then carefully sprinkle the tops with a little extra brown sugar and grill for another 3-5 minutesuntil just cooked through.</li><li>Cover with foil and let them rest for 5-10 minutes before serving.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/662654.jpg,2026-03-14 23:21:14.929252+00,2026-03-14 23:21:15.074+00
663149,Thai Sausage Salad,"In a small bowl, combine the dressing ingredients and stir until the sugar has dissolved. Taste and adjust with more sugar or fish sauce if needed (some limes are more tart than others). Set aside.
Slice the sausage thinly on the diagonal. Place in a non stick skillet over medium heat and saut until the edges are slightly browned and sausage is cooked thru, about 5 minutes. Dont over cook. Set aside to cool
Peel the cucumbers, slice thinly and place in a large bowl. Thinly slice the green onions on the diagonal and add to the bowl. Add the bean sprouts, cooked sausage and the dressing. Lightly toss and serve on plates with jasmine rice on the same plate. Garnish with a few slivers of sliced hot chili pepper, if desired, and a few leaves of fresh parsley or cilantro.
Serves 2 as a main course salad.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663149.jpg,2026-03-14 23:13:33.797206+00,2026-03-14 23:13:33.919+00
663252,The Blarney Burger,"Irish Mustard Sauce: 1 tbsp cornstarch, 2 tsp sugar, 1 tsp dry mustard, 1/2 tsp salt, 1 cup water, 1 tbsp butter, 1/4 cup vinegar, 1 tsp horseradish, 2 egg yolks, beaten. Put all ingredients in a sauce pan over medium heat. Continue whisking until smooth and thickened to consistency of pudding.
Gorgonzola Butter-Wash: In a microwave safe bowl, add remaining tablespoon of Gorgonzola crumbles and 2 tablespoons of butter and melt.
Whisk together to create a Gorgonzola butter-wash.
Brush Gorgonzola butter-wash on the inside of the top & bottom buns and toast on the upper or outer edges of grill. Once rolls are lightly toasted, remove.
Meat: Mix first 7 ingredients together thoroughly then add salt & pepper. Form patties and pat together well.
Cook meat over medium heat - be sure to coat grill with non-stick spray.
Cook about 8-10 minutes on each side.
Set meat on bottom bun and spoon Irish mustard sauce on top of meat patty.
Add shredded cabbage and fold top and bottom together.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663252.jpg,2026-03-14 22:23:41.955511+00,2026-03-14 22:23:42.039+00
663553,Tomato and Bacon Pizza With Rice Crust,"<ol><li>Preheat oven to 400F.</li><li>To make rice crust, mix ingredients in a bowl. Press onto greased pizza pan (10 inch) evenly.</li><li>Spread bacon, tomatoes, pepper and mozzarella cheese on top of rice crust.</li><li>Bake for 20 minutes or until cheese melts.</li><li>Slice and serve warm.</li></ol>",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663553.jpg,2026-03-14 22:24:12.911349+00,2026-03-14 22:24:12.991+00
663595,Tomato Free Mexican Lasagna,"Preheat oven to 350 degrees. Spray a non-stick skillet with non-stick cooking spray and heat on medium. Add beef, onion and mushrooms and cook until meat is cooked through. Drain if needed, I bought extra lean beef and there was no grease to drain today. Add garlic and cook another minute. Add beans, diced green chilies, corn, oregano, chili powder, garlic powder, cumin, pepper and kosher salt. Mix thoroughly.
Spray a 9 x 13 pan with non-stick cooking spray. Lay half of corn tortillas on bottom of pan. Add half of the beef mixture and 1/2 c of cheese. Layer remaining corn tortillas and top with beef mixture and 3/4 c cheese. Bake in oven uncovered for 15 minutes.
After cooking sprinkle with diced avocado and lettuce. Slice and serve and add a dollop of sour cream on top of slice.",10,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663595.jpg,2026-03-14 22:24:23.607887+00,2026-03-14 22:24:23.708+00
663771,Traditional Panzanella,"<ol><li>In a bowl combine the bread with water and let it stand for at least 20 minutes or until it's soft. Drain the bread and squeeze out as much water as you can.</li><li>Crumble the bread and place it in a serving bowl. Scatter the tomatoes, onions and chopped basil over the top.</li><li>Dress Panzanella with extra-virgin olive oil and vinegar. Season with salt and pepper and toss well.</li><li>Taste and adjust the seasoning with more oil, salt and vinegar.</li><li>Leave Panzanella to stand for 15 minutes and serve at room temperature.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663771.jpg,2026-03-14 23:09:11.209307+00,2026-03-14 23:09:11.364+00
663813,Tricolor Rotini pasta Salad,"1)    Boil water in a large pan. Once water comes to boiling temperature immerse the pasta. Turn heat
to low and cook for another 10 minutes.  Keep it aside till it cools down.Or cook the pasta as per
the instruction given in the package.
2)    Chop the cucumber, olives and lettuce. Cut the plum tomatoes into half. Since I had no plum tomatoes
stored, I have used normal tomatoes
3)    Mix pepper powder and salt with the mayonnaise.
4)    Combine all the vegetables and mayonnaise dressing with the pasta and mix gently.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663813.jpg,2026-03-14 23:14:44.700352+00,2026-03-14 23:14:44.845+00
663822,Trinidad Callaloo Soup,"Saute onion, okra, salt pork, thyme, garlic, habanero and scallions until the okra and onions brown.
Stir in the callaloo with the chicken stock and simmer until the callaloo is tender.
Puree with a stick blender. Adjust seasoning to taste with salt and pepper.
Stir in coconut milk and crab, then warm gently.
Serve with rice.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663822.jpg,2026-03-14 23:20:02.05543+00,2026-03-14 23:20:02.195+00
663948,Tuna Stuffed Cherry Tomatoes,"<ol><li>Combine all the ingredients except for the tomatoes and mix well, adjust the mayonnaise so that the mixture have a smooth and not too runny paste. Cover and chill while preparing the tomatoes.</li><li>Cut off the two ends of each tomato a bit with a sharp knife. Scoop out the pulp and seeds.</li><li>Invert tomatoes on paper towels to drain.</li><li>Gradually spoon tuna mixture into the inside of the cherry tomatoes, doing with a little at a time and top them generously.</li><li>Serve as an appertizer or a kind of salad.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663948.jpg,2026-03-14 22:22:45.803714+00,2026-03-14 22:22:45.906+00
663971,Turbo Chicken,"<ol><li>Give the chicken a good rubdown with it, taking care to massage it inside and out. Marinade the Chicken with Soy sauce, salt and Calamondin for 10-20 minutes each side.</li><li>Place a small baking pan at the bottom of the turbo broiler, this will be used to catch the drippings (don't throw this after the chicken is cooked! You can use it to make gravy, or see the explanation below).</li><li>Place the chicken in a turbo broiler with the temperature of 250 degrees for 30 minutes.</li><li>Turn over the chicken and cook it for another 10 minutes.</li><li>It should be nicely crisp and golden brown after 40 minutes.</li><li>Gravy</li><li>Sauce from the chicken, place it in a small pan (low fire)</li><li>Put the dissolve flour (using water)</li><li>Stir continuously until it's mixed well</li><li>Add salt, pepper and calamondin to taste.</li></ol>",5,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/663971.jpg,2026-03-14 23:21:23.578642+00,2026-03-14 23:21:23.726+00
664206,Udon Noodles Chicken Tempura,"<ol><li>Dip the chicken pieces in tempura batter and deep fry in hot oil till golden brown. Set aside. Take a deep cooking vessel add the Water, chicken broth cube, hon mirin and soy sauce. Mix well. Bring this mixture to boil, when it starts boiling add the cooked noodles and spring onion greens, season with salt and pepper. Simmer for 2 mins, turn of the flame and add the chicken tempura to the noodles. Serve hot.</li></ol>",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664206.jpg,2026-03-14 22:22:54.935619+00,2026-03-14 22:22:55.032+00
664340,Vanilla Yogurt Mousse With Strawberry Marshmallow,"Place strawberry marshmallows, vanilla yoghurt, and whole milk in a pot. Heat the mixture over the slow flame until the marshmallows are melted and all the ingredients are well-combined. Remove and cool.
Divide half of the fresh blueberries into two serving glasses, and slowly pour in the mousse. Cover and chill for an hour until set. Arrange the rest of the blueberries on the top of the mousse. Serve.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664340.jpg,2026-03-14 23:12:38.162142+00,2026-03-14 23:12:38.302+00
664394,"Vegan Black Rice, Baked Tofu and Avocado Bowl","<ol><li>Add rice, chopped avocado, and chopped tofu to a cereal bowl</li><li>Season to taste with sesame oil and soy sauce and stir until combined</li><li>Garnish with chia or sesame seeds</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664394.jpg,2026-03-14 22:22:47.457837+00,2026-03-14 22:22:47.557+00
664449,"Vegan Lemon-Berry ""Cheese""Cake","<ol><li>Pre-heat oven to 350 degrees.</li><li>In a food processor, combine silken tofu, mixed berries and strawberries. Process until smooth. Youll probably have to scrape down the sides a few times to make sure everything is combined.</li><li>Add constarch and lemon extract, then blend until smooth. Then pour in the sugar and (for the last time, I promise) combine until smooth.</li><li>Pour the tofu/berry mixture into the pie crust. Put the pie into the heated oven and bake for 1 hour and 10 minutes, or until a toothpick comes out clean when inserted into the middle.</li><li>Chill for at least 5 hours, then slice and serve! Feel free to garnish with vegan whipped cream.</li></ol>",10,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664449.jpg,2026-03-14 22:23:35.85041+00,2026-03-14 22:23:35.947+00
664491,Vegan Stuffed Portobello Mushroom over Quinoa,"Cook quinoa
After the tofu has thawed, drain and squeeze the excess water off.
Brush off portobello mushrooms and remove the stems.
Make the marinade for the mushroom:  3 tablespoons of olive oil, 3 tablespoons of balsamic vinaigrette, salt, and pepper (just keep adding the salt little by little until the marinade tastes good to you).
Heat 3 tablespoons of olive oil in a pan and add the onions, garlic, oregano, and basil.  After you sweat the onions, add the tofu.  Note: smash the tofu with your hands and place it into the pan.  Keep stirring and cook on medium heat for about 15 to 20 minutes.
Add Nutritional yeast, spinach, tomato, and lemon juice to the tofu.  Cook for another minute then set aside.
Dip the mushroom in the marinade and place on a baking pan (top side down).
Stuff the mushrooms with the tofu and veggies.
Top it off with vegan cheese.
Preheat oven 370 degrees.
Bake stuffed mushrooms for 15 to 20 minutes.
Serve over quinoa.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664491.jpg,2026-03-14 22:23:09.696442+00,2026-03-14 22:23:09.795+00
664523,Vegetable Bibimbap,"<ol><li>Marinate tofu overnight in Korean barbecue marinade.</li><li>Cook rice and keep warm</li><li>In sesame oil and a pinch of salt, saut carrots and zucchini until almost tender. If necessary add a bit more sesame oil and toss in the remaining vegetables, garlic and a pinch of sugar and continue to saut approximately 2 minutes, or until the vegetables are almost done (they will continue to cook in the dolsot or stone bowl)</li><li>Broil or barbecue the beef.</li><li>Pour 1/2 - 1 teaspoon of sesame oil in the base of each stone bowl. Divide rice between the 4 stone bowls. Arrange all ingredients on top of the rice side by side around the bowl. Put a teaspoon (or more depending on taste) of the Korean chili paste on top of the vegetables and in the middle of the bowl place an egg yolk. Pour a tablespoon of sesame seed oil around the edge of the bowl.</li><li>Place stone bowl on top of stove and on high heat leave for approx 5 minutes or until you can hear the rice popping and crackling.</li><li>Remove from heat and serve. Be very careful as the stone bowl will be extremely hot.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664523.jpg,2026-03-14 23:06:30.842965+00,2026-03-14 23:06:30.992+00
664643,Vegetarian Burgers,"In a large covered saucepan, bring the water and salt to a boil over medium heat. Add the bulghur and carrots, remove from the heat, cover and let stand until the bulghur has softened and absorbed all the liquid, about 15 minutes. Drain well.
In a large bowl, mash the tofu. Stir in the bulghur mixture, egg white, mint, scallions and cayenne, stirring well. Stir in the bread crumbs, 1/4 cup of the flour, the ketchup and mustard.
Preheat the oven to 400F. Form the bulghur mixture into 4 patties about 1 inch thick and 4 inches in diameter. Dredge the patties in the remaining flour.
In a large nonstick skillet, warm the oil over medium heat until hot but not smoking. Add the patties to the skillet and saute until crusty, about 4 minutes per side. Transfer to a nonstick baking sheet and bake for about 5 minutes, or until heated through.
Serve the burgers on the hamburger buns with the lettuce, tomato and alfalfa sprouts.
NOTES : The beef hamburger is appreciated for many reasonsits nutritional attributes, however, not being among them. Vegetarian ""burgers,"" on the other hand, rarely have the meatiness many people crave. This meat-loaf-style burger seasoned with mint and scallions manages to bridge the gap.",3,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664643.jpg,2026-03-14 22:23:25.39006+00,2026-03-14 22:23:25.475+00
664658,Vegetarian Falafels,"Makes about thirty 1-inch balls
In a bowl, cover the bulgur with cold water and allow to soak for 30 minutes. while the bulgur is soaking, put the bread in another bowl, cover with cold water and soak for 15 minutes. Drain the bread in a colander, squeezing out the excess moisture. Drain the bulgur well through a fine sieve. In the bowl of a food processor fitted with the metal chopping blade, combine the garbanzos, lemon juice, garlic, cilantro, pepper flakes, cumin, black pepper and scallions. Process with an off-on motion until the mixture is finely chopped. Transfer the mixture to a bowl. Stir in the bulgur and bread
Heat 1 inch of oil in a heavy 12 inch skillet over medium high heat until very hot but not smoking. Add the patties to the pan without crowding and fry for 2-3 minutes, turning once, until golden brown all over. As the patties brown, transfer to paper towels to drain and keep warm while frying the remainder. To serve, tuck 3-4 balls or patties in each pita half. Add several slices of tomato, cucumber, and bell pepper, and a sprinkling of scallions and lettuce. Drizzle with the tahini and 4NOTES : These are Delicious for Dinner with Hummus and Tabouli Salad.
NOTES : These are Delicious for Dinner with Hummus and Tabouli Salad.
Healthy and Fairly Low Fat.
The red pepper flakes gives this Middle Eastern Favorite a slow burn...a perfect partner for garlic-yogurt sauce or tahini.",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664658.jpg,2026-03-14 23:17:48.92175+00,2026-03-14 23:17:49.05+00
664699,Vegetarian Serbian Rice Pilaf,Go here for the full instructions: http://gourmandelle.com/vegetarian-serbian-rice-pilaf/,8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664699.jpg,2026-03-14 23:13:52.317459+00,2026-03-14 23:13:52.467+00
664718,Vegetarian Tostadas,"<ol><li>Preheat oven to 250 degrees F.</li><li>Heat beans in a pot over medium-low heat, just until warm.</li><li>In a small saute pan, add enough oil so that there is a 1/2 to 1-inch deep layer. Heat oil over medium-high heat until very hot. In the meantime, prepare lettuce, tomato, and avacado; stir about 1/4 tsp of lime zest into sour cream and add enough lime juice to thin sour cream into a ""pourable"" consistancy; and line a plate with a few paper towels. Test oil by placing a small edge of a tortilla into oil; if it bubbles rapidly, the oil is hot enough.</li><li>Once oil is ready, dip a tortilla into the oil using a pair of tongs, and holding it into the oil, let it cook until lightly browned, 30 seconds to 1 minute. Flip tortilla over and fry on the other side. Remove tortilla with tongs, letting excess oil drip back into the pan, then place on paper towels to soak up any extra oil. Place cooked tortilla on a sheet pan and into the pre-heated oven to keep warm while frying the other tortillas. Repeat for all tortillas.</li><li>Once all tortillas are browned, remove from oven and assemble tostada. Place about 1/4 c warm refried beans on each tortilla. Top with lettuce, tomato, avacado, and sour cream-lime mixture.</li></ol>",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664718.jpg,2026-03-14 22:23:20.237962+00,2026-03-14 22:23:20.339+00
664726,Vegetarian Tostadas With Spicy Black Beans (+gluten free),"Heat a large saute pan on medium high heat. Saute your onions and garlic in olive oil for 2-3 minutes.
Place your balck beans (BB) in a microwavble safe container and add the sauted onions and garilc to the BB.
Add the diced chiles in adobo sauce to the BB.  Sprinkle in some dried basil and garilc sea salt. Stir and microwave for 2 minutes, using a potato masher mash the warm BB to your desired consistency and return to the microwave for 1 minute.
Meanwhile take a paper towel and using the same saute pan wipe out any excess oil or browning from the onions. Spray with cooking oil and on high heat, toast your tortillas until crsipy anywhere from 5 to 10 minutes.
Assemble your tostadas by placing the beans on top, sprinkle with feta, top with spinach, sliced cherry tomatoes, dollop of sour cream and sprinkle with more feta and salsa",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664726.jpg,2026-03-14 23:08:01.102171+00,2026-03-14 23:08:01.235+00
664780,Venison Meatloaf with Blackberry BBQ Sauce and Buffalo Sweet Potato/Pumpkin Hash,"VENISON MEATLOAF
In a large bowl lightly beat egg; add tomato sauce, onion, bread crumbs, salt and pepper.
Add venison and mix well.
Roll and press into 6 rounds.
Wrap meatloaf in one slice of bacon per round.
Bake, uncovered, at 350 degrees for 15 minutes, until a meat thermometer reads 160 degrees.
BUFFALO SWEET POTATO/PUMPKIN HASH
Using a food processor, make powder out of Tropical Foods Buffalo Nuts. Cut both sweet potato and pumpkin into small dice.
Melt butter in a large saut pan.
Add potato and pumpkin and saut until soft, adding water as needed.
Stir in Buffalo Nuts powder, salt and pepper to taste.
BLACKBERRY BBQ SAUCE
In a medium bowl, mix together blackberry preserves, ketchup, brown sugar, cayenne pepper, mustard powder, and red wine vinegar.
Serve sauce over venison meatloaf with buffalo sweet potato/pumpkin hash.",6,45,https://img.spoonacular.com/recipes/664780-556x370.,2026-03-14 22:24:30.293473+00,2026-03-14 22:24:30.389+00
664835,Vietnamese Noodle Salad With Tofu,"<ol><li>The tofu: Slice up the tofu (3/4 cm thick slices) and marinade it over night (or at least for 2 hours) in soya, sesame oil, and sliced garlic gloves.</li><li>The marinade: Finely chop chili, ginger, and garlic. Add all the ingredients, except lime juice, to a small pot and simmer for 5-10 minutes a low heat. Cool off and ajust with lime juice.</li><li>The salad: Heat up a large pan and fry the marinated tofu at medium heat untill golden brown. In a dish, pour boiled water over the broccoli florets and leave for 5 minutes before draining off excess water. Prepare the noodles according to the manufacturer. Finely chop the spring onion and remove the inner watery part of the cucumber. Slice up the carrot, cucumber, red pepper, and iceberg into fine screds and roughly chop both herbs and peanuts.</li><li>Arrange in two large bowls. First iceberg, then noodles, vegetables, tofu, herbs, peanuts and marinade.</li></ol>",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664835.jpg,2026-03-14 23:06:52.877132+00,2026-03-14 23:06:53.029+00
664845,Vietnamese Spring Rolls With Hoisin Peanut Dipping Sauce,"<ol><li>Bring a saucepan to a boil on medium heat.  Add shrimp and poach for 3-4 minutes until bright pink.  Allow to cool to room temperature.  Remove skins, devein and slice in half crosswise.  Set aside.  Bring a medium saucepan filled halfway with water to a boil.  Once a rapid boil is reached, add rice vermicelli noodles, cover and immediately remove from heat.  Set timer for 5 minutes.  After 5 minutes, drain noodles in a colander and rinse with cold water to stop cooking.  Allow to dry at room temperature or in the refrigerator.</li><li>Meanwhile, begin to prepare the dipping sauce.  Heat a small small saucepan with olive oil on medium-low heat.  Add garlic and saute quickly, about 20 seconds.  Do not let garlic burn.  Add peanut butter and hoisin sauce and continue to stir.  When sauce begins to incorporate and thickens up, add water.  Adjust to taste and continue to add water, 1 tbsp. at a time, if it becomes too thick.  Remove from heat and set aside.</li><li>To assemble rolls, dip single sheets of rice paper into hot water.  Allow excess water to drain and quickly place on a plate.  Once rice paper becomes pliable and soft, add shrimp, softened noodles, cucumbers, red peppers, cilantro and mint.  Carefully roll closed and slice in half.  Serve with hoisin peanut dipping sauce.</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664845.jpg,2026-03-14 22:23:00.957836+00,2026-03-14 22:23:01.062+00
664847,Vietnamese Spring Rolls,"<ol><li>Soak the rice vermicelli in warm water until they turn soft, then drain them.</li><li>Fill a bowl with warm water. Dip one wrapper at a time into the water for about 1-2 second to soften.</li><li>Lay the wrapper on a dry chopping board or dinner plate. The rice paper should become pliable within seconds.</li><li>In a row across the centre, put 3 prawns, some vermicelli, carrots, bean sprouts, and a few leaves of basil. Leaving about 4-5cm on each side.</li><li>Fold the sides inward, then start to roll tightly and firmly from the end that is near to you into a cylinder, enclosing the filling completely.</li><li>Repeat with the remaining ingredients.</li><li>For the dipping sauce, mix all the ingredients and stir well until the sugar dissolves. Then, put in chopped coriander.</li><li>Serve spring rolls with dipping sauce.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664847.jpg,2026-03-14 22:24:12.117647+00,2026-03-14 22:24:12.217+00
